label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
col,136,926,39,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,175,925,44,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,219,925,41,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,263,925,38,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,300,925,42,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,344,925,41,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,383,925,44,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,425,926,42,37,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,469,924,40,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,508,923,44,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,550,922,42,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,592,922,41,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,636,922,41,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,678,923,40,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,718,925,40,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,762,923,96,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,857,922,105,44,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,963,924,119,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1085,924,82,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1166,923,124,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1292,921,100,44,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1394,921,100,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1497,921,95,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,136,966,41,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,177,964,40,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,218,964,43,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,264,966,38,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,302,964,39,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,344,965,41,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,386,967,40,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,428,963,39,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,469,963,43,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,511,965,41,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,550,964,45,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,598,965,38,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,637,964,39,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,678,963,41,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,719,965,40,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,758,964,100,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,859,963,102,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,962,965,119,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1082,963,84,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1168,965,123,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1293,965,99,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1393,965,101,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1493,963,99,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,136,1006,42,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,178,1008,40,37,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,220,1008,41,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,266,1008,36,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,303,1005,39,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,346,1006,37,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,385,1003,44,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,428,1005,42,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,473,1006,37,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,510,1004,44,44,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,550,1006,43,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,596,1008,39,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,634,1006,43,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,677,1008,40,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,720,1007,39,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,758,1006,100,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,858,1007,102,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,962,1006,119,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1084,1009,81,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1167,1008,126,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1292,1008,99,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1391,1007,102,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1494,1008,98,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
